aardvark|anteater,placental
ternary|treble,triple,triplex,multiple,three,trio,threesome,leash,troika,triad,trinity,triplet,trey,digit,figure
terrace|patio,area,bench,tableland,plateau,supply,provide,render,furnish,shape,form
terrain|tract,parcel
terrapin|turtle
terrestrial|object,planetary,amphibious,aquatic,mundane,worldly,earthly
terrible|awful,dire,direful,dread,dreaded,dreadful,fearful,fearsome,frightening,horrendous,horrific,alarming,atrocious,abominable,painful,unspeakable,severe,wicked,intense,frightful,tremendous
terribleness|awfulness,dreadfulness
terribly|awfully,awful,frightfully,atrociously,abominably,abysmally,rottenly
terrific|intense,fantastic,grand,howling,marvelous,rattling,tremendous,wonderful,wondrous,terrifying,alarming
terrifically|wonderfully,wondrous,wondrously,superbly,marvelously
terrified|panicky,frightened,afraid
terrify|terrorize,frighten,fright,scare
terrifying|terrific,alarming
territorial|region,regional,sectional,soldier,militia,reserves
territory|district,dominion,region,area,soil
terror|panic,fear,fearfulness,fright,scourge,threat,person,individual,someone,somebody,mortal,soul,brat,scamp,monkey,rascal,rapscallion,scalawag
terrorism|coercion
terrorist|violent,radical
terrorize|coerce,hale,squeeze,pressure,force,terrify,frighten,fright,scare
terry|actress,terrycloth,fabric,cloth,material,textile,toweling,towelling
terrycloth|terry,fabric,cloth,material,textile,toweling,towelling
terse|crisp,curt,laconic,concise
terseness|style
tertiary|third,ordinal,period
tessellate|tile
tessellation|apposition,collocation,decoration
test|trial,attempt,effort,endeavor,tryout,experiment,examination,exam,covering,cover,prove,examine,essay,evaluate,judge,screen,check,quiz,score,determine,ascertain,watch,learn,take,undergo,submit
testament|creed,credo,will,instrument,testimony,testimonial
testamentary|instrument
testate|intestate,testator,person,individual,someone,somebody,mortal,soul
testator|testate,person,individual,someone,somebody,mortal,soul
testatrix|testator,testate
tester|examiner,quizzer,inquirer,questioner,canopy
testicle|testis,ball,gonad
testifier|deponent,witness,informant
testify|attest,declare,prove,evidence,show,inform
testily|irritably,petulantly
testimonial|approval,commendation,evidence,testimony,tribute,praise,kudos
testimony|evidence,assertion,asseveration,testimonial
testiness|touchiness,irritability,crossness,fretfulness,fussiness,peevishness,petulance,choler
testis|testicle,ball,gonad
testosterone|androgen
testy|cranky,fractious,irritable,nettlesome,peevish,pettish,petulant,scratchy,ill-natured
tetanus|lockjaw,infection,contraction
tete-a-tete|head-to-head,private,conversation,loveseat,vis-a-vis,sofa,couch,lounge
tether|leash,lead,restraint,constraint,attach
tetracycline|bactericide
tetrahedron|polyhedron
tetrameter|verse
text|matter,passage,textbook,schoolbook,book
textbook|standard,text,schoolbook,book
textile|artifact,artefact,fabric,cloth,material
textual|matter
texture|feel,quality,character,lineament,musicality
textured|rough
thallium|metal
thane|noble,nobleman,citizen
thank|convey,impart
thankful|grateful,appreciative,glad,ungrateful
thankfulness|gratefulness,gratitude
thankless|ungrateful,grateful,unrewarding
thanks|assist,assistance,help
thanksgiving|grace,blessing,prayer,petition
thatch|hairdo,hairstyle,coiffure,coif,pirate,buccaneer,roof
thatcher|stateswoman,roofer
thaw|melt,heating,weather,relaxation,dissolve,unfreeze,liquefy,flux
theater|theatre,house,building,edifice,dramatics,field,region
theatergoer|playgoer,spectator,witness,viewer,watcher,looker
theatre|theater,house,building,edifice,dramatics,field,region
theatrical|histrionic,melodramatic,showy,stagy,histrionics,performance
theft|larceny,thievery,thieving,felony
theism|religion,faith,atheism
theist|theistic,religion,faith,believer,worshiper,worshipper
theistic|theist,religion,faith
thematic|message,content,substance,tune,melody,strain,line
theme|subject,topic,message,content,substance,motif,idea,thought,tune,melody,strain,line,composition,paper,report,essay,root,base,stem,radical,form,supply,provide,render,furnish
then|past,point
thence|thereof,therefore,hence,thus
thenceforth|thereafter
theocracy|ideology
theologian|scholar,student
theological|system
theology|divinity,discipline,subject,field,study,bailiwick,system
theorem|proposition,idea,thought
theoretic|theoretical,conjectural,hypothetical,supposed,notional,speculative,metaphysical,empirical
theoretical|theoretic,conjectural,hypothetical,supposed,notional,speculative,metaphysical,empirical,abstract,academic,pure,applied
theoretician|theorist,intellectual,intellect
theorist|theoretician,intellectual,intellect
theorize|speculate,conjecture,hypothesize,suppose,expect,anticipate,reason
theory|explanation,hypothesis,possibility,concept,conception,construct,belief
theosophical|system
theosophist|believer,worshiper,worshipper
theosophy|system
therapeutic|curative,remedial,healthful,remedy,cure,medicine,medication,medicament
therapeutics|medicine
therapist|healer,expert
there|location,here,thither
thereabout|thereabouts
thereabouts|thereabout
thereafter|thenceforth
therefore|hence,thence,thus,consequently
thereof|thence
thereupon|therewith
therewith|thereupon
thermal|caloric,energy,spring,fountain,outflow,outpouring,wind
thermometric|measurement,measure,mensuration
thermostat|regulator,control,hold,contain,check,curb,moderate
thermostatic|regulator
thesaurus|wordbook
thesis|premise,assumption,dissertation,treatise
thespian|actor,player,performer
theta|letter
thiamin|thiamine
thiamine|thiamin
thick|deep,heavy,quilted,three-ply,two-ply,wide,broad,thin,compact,dense,concentrated,clogged,coagulate,creamy,impenetrable,gelatinous,jellylike,stringy,thready,soupy,syrupy,viscous,intense,heavyset,stocky,thickset,chummy,close,boneheaded,fatheaded,thickheaded,stupid,abundant,midst,inside,interior,thickly,thinly
thicken|change,alter,modify,thin,turn
thickener|thickening,material,stuff
thickening|complex,thickener,material,stuff,node,knob,convexity,condensation
thicket|brush,brushwood,coppice,copse,vegetation,flora,botany
thickheaded|boneheaded,fatheaded,thick,stupid
thickly|densely,thinly,thick
thickness|dimension,thinness,articulation,heaviness,wideness,broadness,consistency,consistence,body
thickset|compact,heavyset,stocky,thick,concentrated
thief|criminal,felon,crook,outlaw,malefactor
thieve|hook,snitch,steal
thievery|larceny,theft,thieving,felony
thieving|thievish,dishonest,dishonorable,larceny,theft,thievery,felony
thievish|thieving,dishonest,dishonorable
thigh|limb,helping,portion,serving
thighbone|femur
thimble|thimbleful,container
thimbleful|thimble
thin|bladed,capillary,hairlike,compressed,flat,depressed,diaphanous,filmy,gauzy,gossamer,see-through,sheer,transparent,vaporous,cobwebby,filamentous,threadlike,thready,fine,flimsy,light,papery,sleazy,slender,tenuous,wafer-thin,narrow,thin,lean,thick,anorexic,anorectic,bony,cadaverous,emaciated,gaunt,haggard,pinched,skeletal,wasted,gangling,gangly,lanky,lank,spindly,rawboned,reedy,twiggy,scrawny,skinny,underweight,weedy,shriveled,shrunken,wizened,slight,slim,svelte,spare,trim,stringy,wiry,wispy,weak,sparse,rare,rarefied,pale,full,spiritless,turn,thicken,reduce,dilute,weaken,slenderize,gain,thinly,thickly
thin-skinned|huffy,feisty,touchy,sensitive
thing|situation,action,artifact,artefact,happening,occurrence,statement,attribute,abstraction,abstract,matter,affair,concern,entity,object,objective,target,feeling
thingamabob|doodad,doohickey,gimmick,gizmo,gismo,thingamajig,stuff
thingamajig|doodad,doohickey,gimmick,gizmo,gismo,thingamabob,stuff
things|property,belongings,holding
think|deliberation,advisement,believe,consider,conceive,evaluate,judge,opine,suppose,imagine,reckon,guess,expect,anticipate,cogitate,cerebrate,remember,retrieve,recall,recollect,forget,envisage,concentrate,focus,center,pore,rivet,intend,mean,will,wish,think,change,alter,modify
thinkable|conceivable,imaginable,possible,presumable,credible,believable,unthinkable
thinker|mind,intellectual,intellect
thinking|intelligent,reasoning,rational,thought,cerebration
thinly|thin,thickly,lightly
thinner|agent
thinness|tenuity,slenderness,dimension,thickness,leanness,spareness,fatness,fineness,narrowness,sparseness,sparsity,meagerness,poorness,scantiness,scantness,exiguity,consistency,consistence,body
third|tertiary,ordinal,fractional,position,rank,interval,gear,base,thirdly
third-rate|inferior
thirdly|third
thirst|thirstiness,drive,hunger,hungriness,desire,ache,smart,hurt,crave,starve,lust,want
thirstily|eagerly
thirstiness|aridity,dryness,thirst,drive,hunger,hungriness,desire
thirsty|hungry,athirst,desirous,wishful,absorbent,absorptive
thirteen|cardinal
thirteenth|ordinal,rank
thirties|decade
thirtieth|ordinal,rank
thirty|cardinal
thistle|weed
thither|there,here
thole|oarlock,holder
thong|lash,flip-flop,sandal
thoracic|pectoral
thorax|chest
thorium|metal
thorn|irritant,annoyance,bother,pain,infliction,spine,prickle,pricker,sticker,rune
thorniness|prickliness,roughness,raggedness,bitterness,acrimony,acerbity,jaundice,tartness
thorny|difficult,hard,barbed,bristly,prickly,spiny,armed
thorough|careful,exhaustive,complete
thoroughbred|pedigree,pedigreed,purebred,adult,grownup,racehorse,animal,beast,brute,creature,fauna
thoroughfare|road,route
thoroughly|soundly,good,exhaustively
thou|thousand,grand,yard
thought|idea,content,thinking,cerebration,belief,opinion,sentiment,persuasion,view
thoughtful|profound,bemused,lost,preoccupied,brooding,broody,meditative,musing,pensive,reflective,ruminative,cogitative,considered,reasoned,deliberate,deliberative,considerate,thoughtless,serious,heedful,attentive,heedless
thoughtless|unconsidered,unthinking,thoughtful,heedless,careless,regardless,deaf,indifferent,heedful,uncaring
thousand|cardinal,grand,thou,yard
thousandth|ordinal,rank
thrall|bondage,slavery,thralldom,subjugation,subjection
thralldom|bondage,slavery,thrall,subjugation,subjection
thrash|thresh,flail,beat,convulse,slash,toss,shake,agitate,slam,mosh,dance,pound,thump,swap,cream,clobber,drub,lick,crush,shell,trounce,vanquish
thrasher|thresher,shark
thrashing|walloping,debacle,drubbing,slaughter,whipping,defeat,licking,beating
thread|yarn,cord,ribbon,object,thinking,thought,cerebration,weave,wind,meander,wander,travel,move,guide,draw,pass,extract,pull,string,arrange
threadbare|banal,commonplace,hackneyed,shopworn,stock,timeworn,tired,trite,well-worn,unoriginal,worn
threader|bodkin
threadlike|filamentous,thready,thin
threads|togs,duds,clothing,wear,wearable,habiliment
thready|stringy,thick,filamentous,threadlike,thin
threat|menace,danger,warning,declaration,terror,scourge,person,individual,someone,somebody,mortal,soul
threaten|endanger,jeopardize,menace,imperil,peril,exist,warn,bode,portend,omen,presage,betoken,foreshadow,augur,foretell,prefigure,forecast,predict
threatened|vulnerable
threatening|baleful,forbidding,menacing,minatory,ominous,sinister,alarming,heavy,sullen,cloudy
three|cardinal,trio,threesome,leash,troika,triad,trinity,ternary,triplet,trey,digit,figure
three-decker|sandwich,ship,warship
three-ply|thick
threefold|treble,triple,multiple,double,dual,twofold
threescore|sixty,cardinal
threesome|three,trio,leash,troika,triad,trinity,ternary,triplet,trey,digit,figure,gathering,assemblage
threnody|dirge,lament,requiem,song,vocal
thresh|convulse,thrash,slash,toss,shake,agitate,flail,beat,flap
thresher|thrasher,shark
threshold|beginning,commencement,first,outset,start,kickoff,offset,sensation,doorway,door,entrance,entryway,entry,entree,doorstep,sill,brink,verge,boundary,edge,bound
thrift|parsimony,frugality
thriftiness|economy,frugality
thriftless|improvident
thrifty|economical,frugal,scotch,sparing,stinting,penny-wise,saving,provident,wasteful,careful
thrill|bang,boot,charge,rush,flush,kick,exhilaration,excitement,shiver,chill,quiver,shudder,tingle,fear,fearfulness,fright,excitation,stimulate,excite,stir,tickle,vibrate,shake,throb,tremble,exhilarate,inebriate,exalt,beatify,elate,uplift,intoxicate
thrilled|excited
thrilling|electrifying,exciting,stimulating
thrive|boom,prosper,flourish,expand,grow,turn
thriving|booming,palmy,prosperous,roaring,successful,healthy
throat|pharynx,opening,passage
throaty|low-pitched
throb|pain,pounding,pulse,pulsation,heartbeat,beat,ache,smart,hurt,pulsate,pound,thump,shudder,shiver,thrill,tremble
throe|agony,suffering,distress
throes|suffering,hurt
thrombosis|occlusion
thrombus|clot
throne|chair,toilet,commode,potty,stool,position,post,berth,office,spot,billet,place,situation,govern,rule,enthrone,invest,vest,dethrone
throng|multitude,concourse,gathering,assemblage,pack,pile,crowd
throttle|accelerator,valve,pedal,treadle,restrict,restrain,trammel,limit,bound,confine,control,hold,contain,check,curb,moderate,strangle,strangulate,kill,choke,enrich
throttler|garroter,strangler,choker,killer,slayer
through|done,finished,direct
throughout|passim
throughput|output,turnout
throughway|expressway,freeway,pike,superhighway,thruway,highway
throw|propulsion,actuation,opportunity,chance,stroke,movement,motion,bedclothes,bedding,gambling,gaming,play,propel,impel,move,shed,cast,drop,remove,take,withdraw,thrust,place,pose,position,give,communicate,flip,switch,engage,mesh,lock,operate,project,contrive,send,direct,bewilder,bemuse,upset,discompose,disconcert,discomfit,hurl,express,verbalize,utter,hold,have,make,shape,form,work,mold,forge,dislodge,displace,bump,turn,release,confuse,befuddle,fuddle,bedevil,confound
throwaway|unwanted,disposable,gamin,guttersnipe,circular,handbill,bill,broadside,broadsheet,flier,flyer,advertising,advert,speech,words
throwback|atavistic,regressive,atavist,organism,being,atavism,reversion,recurrence,return
thrower|worker,person,individual,someone,somebody,mortal,soul,potter,ceramist,craftsman,artisan,journeyman,artificer
thrown|down,tangled
thrum|sound,strum,drum,beat
thrush|singer,vocalist
thrust|push,force,stab,blow,drive,propulsion,actuation,criticism,poke,gesture,stuff,shove,squeeze,lunge,hurl,hurtle,move,compel,oblige,obligate,pierce,penetrate,perforate,protrude,project,throw,place,pose,position
thruway|expressway,freeway,pike,superhighway,throughway,highway
thud|thump,thumping,clump,clunk,sound,strike,scrunch,crunch,crackle
thug|hood,hoodlum,goon,punk,tough,toughie,criminal,felon,crook,outlaw,malefactor
thuggery|crime
thulium|metal
thumb|finger,covering,molding,hitchhike,hitch,ride,flick,flip,riffle,leaf,riff,peruse,touch
thumbnail|fingernail
thumbprint|fingerprint
thumbscrew|screw
thumbtack|tack
thump|thumping,clump,clunk,thud,sound,blow,beat,pound,move,poke
thumping|humongous,whopping,walloping,large,thump,clump,clunk,thud,sound
thunder|boom,roar,roaring,noise,smack,heroin,move,shout,howl
thunderbolt|bolt,lightning,bombshell,thunderclap,surprise
thunderclap|thunder,bombshell,thunderbolt,surprise
thundercloud|cumulonimbus,cloud
thunderer|noisemaker
thunderhead|cumulus
thunderous|deafening,earsplitting,roaring,loud,unpropitious
thunderstorm|storm
thus|frankincense,therefore,hence,thence
thwack|blow,smack
thwart|crosspiece,queer,spoil,scotch,foil,cross,frustrate,baffle,bilk,prevent,forestall,foreclose,preclude,forbid
thyme|herb
thymine|pyrimidine
thymus|endocrine
thyroid|thyroidal,endocrine
thyroidal|thyroid,endocrine
tibia|shinbone,shin
tic-tac-toe|ticktacktoe
tick|ticking,sound,check,mark,mattress,click,ticktock,beat,stitch,verify
ticker|heart,pump,viscus,watch,timepiece,timekeeper
ticket|summons,process,slate,list,listing,fine,book,supply,provide,render,furnish
ticking|tick,sound,fabric,cloth,material,textile
tickle|titillation,touch,touching,titillate,itch,thrill,vibrate,stimulate,shake,excite,stir,caress
tickler|file
ticklish|delicate,touchy,difficult,hard
ticktacktoe|tic-tac-toe
ticktock|tick,ticking,beat,sound
tidbit|dainty,delicacy,goody,treat
tide|variation,fluctuation,period,surge,flow,feed,course,float,drift,blow
